;Miesiąc;Maksymalna temperatura dobowa;Minimalna temperatura dobowa;Średnia temperatura dobowa;Temperatura minimalna przy gruncie;Suma dobowa opadu;Wysokość pokrywy śnieżnej;Równoważnik wodny śniegu;Usłonecznienie;Czas trwania opadu deszczu;Czas trwania opadu śniegu;Czas trwania opadu deszczu ze śniegiem;Czas trwania gradu;Czas trwania mgły;Czas trwania zamglenia;Czas trwania sadzi;Czas trwania gołoledzi;Czas trwania zamieci śnieżnej niskiej;Czas trwania zamieci śnieżnej wysokiej;Czas trwania zmętnienia;Czas trwania wiatru >=10m/s;Czas trwania wiatru >15m/s;Czas trwania burzy;Czas trwania rosy;Czas trwania szronu;Wystąpienie pokrywy śnieżnej;Izoterma dolna;Izoterma górna;Aktynometria;Miesiąc;Średnie dobowe zachmurzenie ogólne;Średnia dobowa prędkość wiatru;Średnia dobowe ciśnienie pary wodnej;Średnia dobowa wilgotność względna;Średnia dobowe ciśnienie na poziomie stacji;Średnie dobowe ciśnienie na pozimie morza;Suma opadu dzień;Suma opadu noc;PM10;Dzień tygodnia;PM10_prev;PM10_next
2015-01-13;1.0;9.7;4.7;7.3;3.8;0.4;0.0;0.0;2.1;2.7;0.0;0.0;0.0;0.0;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.4;4.0;7.2;71.1;998.0;1011.0;0.2;0.2;17.96;1;15.6;25.04
2015-01-14;1.0;10.0;5.3;6.7;3.8;1.0;0.0;0.0;0.9;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.1;2.6;6.4;66.3;996.8;1009.8;1.0;0.0;25.04;2;17.96;32.84
2015-01-15;1.0;5.7;-0.2;2.2;-2.8;0.1;0.0;0.0;1.3;1.7;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.9;2.5;5.7;80.1;1001.7;1015.1;0.1;0.0;32.84;3;25.04;41.37
2015-01-16;1.0;10.1;0.9;5.2;-0.4;0.0;0.0;0.0;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.4;2.9;6.2;69.8;999.0;1012.1;0.0;0.0;41.37;4;32.84;50.26
2015-01-17;1.0;8.2;1.0;3.9;-0.5;1.1;0.0;0.0;1.4;3.7;0.0;0.0;0.0;0.0;7.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.9;3.5;6.7;83.4;998.2;1011.4;0.0;1.1;50.26;5;41.37;61.69
2015-01-18;1.0;4.0;1.6;2.4;0.4;0.0;0.0;0.0;0.0;3.1;0.0;0.0;0.0;5.5;18.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.8;1.1;6.8;93.6;1005.9;1019.3;0.0;0.0;61.69;6;50.26;44.09
2015-01-19;1.0;2.1;-4.8;-1.2;-6.5;0.6;0.0;0.0;0.0;0.0;0.0;2.5;0.0;8.3;6.7;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;7.9;3.3;5.4;95.0;1005.8;1019.4;0.0;0.6;44.09;0;61.69;24.49
2015-01-20;1.0;0.8;-0.4;0.3;-0.4;0.3;2.0;0.0;0.0;0.4;7.7;4.6;0.0;0.0;18.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;5.0;5.9;94.1;1003.0;1016.5;0.3;0.0;24.49;1;44.09;52.8
2015-01-21;1.0;4.1;0.6;2.4;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;1.9;6.9;94.8;1003.2;1016.5;0.0;0.0;52.8;2;24.49;45.18
2015-01-22;1.0;3.3;0.6;1.7;-0.1;5.3;0.0;0.0;0.0;4.1;0.0;4.6;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.8;2.9;6.5;94.1;1006.2;1019.7;1.9;3.4;45.18;3;52.8;27.58
2015-01-23;1.0;1.1;0.5;0.8;-0.1;0.3;0.0;0.0;0.0;5.0;0.5;6.8;0.0;0.0;16.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;3.6;6.2;95.4;1006.2;1019.7;0.3;0.0;27.58;4;45.18;37.38
2015-01-24;1.0;0.7;-0.3;0.0;-0.2;1.7;0.0;0.0;0.0;1.1;6.2;1.3;0.0;0.0;17.6;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;3.6;5.7;93.9;1006.2;1019.7;0.4;1.3;37.38;5;27.58;36.83
2015-01-25;1.0;0.3;-1.5;-0.8;-1.6;1.2;1.0;0.0;0.0;2.7;11.4;8.1;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;3.9;5.5;94.8;1006.2;1019.7;0.9;0.3;36.83;6;37.38;58.79
2015-01-26;1.0;0.3;-2.0;-0.9;-2.6;0.0;2.0;0.0;0.0;0.0;0.6;0.0;0.0;0.6;20.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.9;2.4;5.3;91.6;1009.4;1023.0;0.0;0.0;58.79;0;36.83;44.09
2015-01-27;1.0;0.7;-3.4;-0.7;-6.0;2.6;1.0;0.0;1.1;3.2;2.0;5.6;0.0;0.0;19.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;5.8;3.0;5.3;90.1;999.0;1012.5;0.2;2.4;44.09;1;58.79;24.13
2015-01-28;1.0;1.8;0.5;1.0;-0.2;0.2;0.0;0.0;0.0;8.0;0.0;0.2;0.0;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;7.5;3.6;5.8;88.0;996.9;1010.2;0.1;0.1;24.13;2;44.09;31.39
2015-01-29;1.0;2.1;-1.0;0.3;-2.0;0.0;0.0;0.0;0.0;0.0;5.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.0;5.3;3.1;5.3;84.4;982.2;995.4;0.0;0.0;31.39;3;24.13;31.57
2015-01-30;1.0;3.7;-2.5;0.7;-3.5;5.3;0.0;0.0;0.1;5.4;2.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;8.0;0.0;0.0;1.0;6.1;5.1;5.5;85.5;969.4;982.4;0.1;5.2;31.57;4;31.39;33.75
2015-01-31;1.0;2.8;-0.7;0.3;-2.3;0.1;2.0;0.0;0.0;1.6;5.0;0.3;0.0;0.0;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.4;2.8;5.7;90.0;966.2;979.2;0.1;0.0;33.75;5;31.57;42.64
2015-02-01;2.0;3.8;-1.8;-0.1;-5.9;0.0;2.0;0.0;7.9;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;2.4;5.0;82.6;977.3;990.4;0.0;0.0;42.64;6;33.75;86.37
2015-02-02;2.0;2.6;-5.8;-1.8;-9.5;0.0;2.0;0.0;2.9;0.0;0.0;0.0;0.0;0.0;18.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;1.0;5.0;0.0;0.0;2.0;4.9;1.3;4.6;86.3;983.2;996.5;0.0;0.0;86.37;0;42.64;76.57
2015-02-03;2.0;3.2;-2.5;-0.5;-5.2;0.0;1.0;0.0;4.6;0.0;1.7;0.0;0.0;0.0;16.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.3;1.0;0.0;0.0;0.0;2.0;5.8;1.4;4.9;83.6;989.0;1002.3;0.0;0.0;76.57;1;86.37;80.19
2015-02-04;2.0;2.6;-5.3;-1.1;-8.2;1.0;1.0;0.0;3.4;0.0;4.7;0.0;0.0;0.0;16.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5;1.0;0.0;0.0;0.0;2.0;6.6;1.4;4.7;83.8;997.5;1010.9;0.0;1.0;80.19;2;76.57;68.58
2015-02-05;2.0;0.0;-2.2;-1.5;-3.7;0.1;3.0;0.0;0.5;0.0;10.2;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.8;2.8;4.9;88.5;1009.9;1023.5;0.1;0.0;68.58;3;80.19;50.44
2015-02-06;2.0;-0.2;-3.8;-2.5;-9.1;0.0;3.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;2.0;4.8;3.0;4.1;80.3;1015.5;1029.3;0.0;0.0;50.44;4;68.58;47.36
2015-02-07;2.0;0.5;-5.6;-1.9;-8.5;0.7;3.0;0.0;0.0;1.6;8.0;0.7;0.0;0.0;16.9;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;1.0;0.0;0.0;0.0;2.0;7.5;6.1;4.8;89.1;1004.9;1018.5;0.0;0.7;47.36;5;50.44;12.88
2015-02-08;2.0;1.4;-2.5;-0.8;-3.7;0.2;4.0;0.0;1.5;0.0;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;5.5;7.6;4.7;80.3;993.8;1007.2;0.0;0.2;12.88;6;47.36;28.3
2015-02-09;2.0;1.7;-4.4;-1.0;-5.8;2.0;4.0;0.0;0.0;9.4;7.3;3.0;0.0;0.0;16.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.9;3.9;5.2;89.4;998.9;1012.3;0.4;1.6;28.3;0;12.88;40.46
2015-02-10;2.0;2.5;1.0;1.6;0.7;0.1;1.0;0.0;0.0;7.2;0.0;0.0;0.0;1.2;22.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;8.0;3.1;6.6;97.1;1008.1;1021.5;0.1;0.0;40.46;1;28.3;35.02
2015-02-11;2.0;3.1;1.1;2.0;0.7;0.0;0.0;0.0;0.0;2.9;0.0;0.0;0.0;0.0;12.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;2.5;6.4;91.0;1013.1;1026.6;0.0;0.0;35.02;2;40.46;51.71
2015-02-12;2.0;4.6;0.8;1.8;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;2.0;6.1;1.9;5.9;84.4;1013.8;1027.3;0.0;0.0;51.71;3;35.02;66.77
2015-02-13;2.0;7.8;-4.5;0.9;-7.8;0.0;0.0;0.0;8.5;0.0;0.0;0.0;0.0;0.0;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;0.0;6.0;0.0;0.0;2.0;1.0;1.9;5.3;83.4;1010.8;1024.3;0.0;0.0;66.77;4;51.71;68.4
2015-02-14;2.0;8.9;-3.1;1.6;-6.6;0.0;0.0;0.0;8.6;0.0;0.0;0.0;0.0;0.0;12.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;0.0;2.5;5.2;78.0;1006.2;1019.6;0.0;0.0;68.4;5;66.77;66.41
2015-02-15;2.0;2.5;-3.0;-1.3;-6.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;15.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;4.5;5.0;4.9;88.0;1010.9;1024.5;0.0;0.0;66.41;6;68.4;21.05
2015-02-16;2.0;0.9;-2.2;-1.0;-3.1;0.0;0.0;0.0;7.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;2.0;2.8;7.8;3.3;57.9;1020.7;1034.5;0.0;0.0;21.05;0;66.41;28.85
2015-02-17;2.0;2.3;-6.0;-2.3;-6.9;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;2.0;0.0;6.3;2.0;41.5;1024.5;1038.3;0.0;0.0;28.85;1;21.05;68.95
2015-02-18;2.0;2.1;-7.8;-1.3;-11.1;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;20.0;0.0;0.0;2.0;3.0;3.3;4.4;76.0;1023.1;1036.9;0.0;0.6;68.95;2;28.85;57.88
2015-02-19;2.0;4.5;-0.2;2.6;-2.0;0.3;0.0;0.0;0.0;5.4;0.0;0.0;0.0;0.0;11.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;17.0;4.0;0.0;2.0;7.6;4.8;5.4;73.6;1013.7;1027.2;0.3;0.0;57.88;3;68.95;94.17
2015-02-20;2.0;9.4;0.9;3.3;-3.4;0.0;0.0;0.0;6.9;0.0;0.0;0.0;0.0;0.0;12.8;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;2.0;3.4;1.5;5.3;69.5;1004.7;1018.0;0.0;0.0;94.17;4;57.88;73.3
2015-02-21;2.0;7.2;-2.2;2.0;-5.2;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;9.0;0.0;0.0;2.0;2.8;3.1;4.9;70.4;992.4;1005.6;0.0;0.0;73.3;5;94.17;78.02
2015-02-22;2.0;7.9;-3.9;2.7;-6.3;0.0;0.0;0.0;5.3;0.0;0.0;0.0;0.0;0.0;6.7;0.0;0.0;0.0;0.0;4.7;0.0;0.0;0.0;0.0;7.0;0.0;9.0;0.0;0.0;2.0;6.5;1.8;5.4;74.0;995.3;1008.5;0.0;0.0;78.02;6;73.3;68.4
2015-02-23;2.0;9.0;-0.8;4.1;-4.4;0.0;0.0;0.0;1.5;0.4;0.0;0.0;0.0;0.0;8.3;0.0;0.0;0.0;0.0;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.9;2.9;6.5;80.1;992.9;1006.1;0.0;0.0;68.4;0;78.02;43.54
2015-02-24;2.0;7.5;3.6;5.3;1.6;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.6;1.6;7.1;80.3;994.3;1007.4;0.0;0.0;43.54;1;68.4;60.96
2015-02-25;2.0;8.0;2.2;5.4;0.5;1.3;0.0;0.0;0.0;7.5;0.0;0.0;0.0;0.0;9.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.4;3.0;7.1;79.9;1003.6;1016.8;0.0;1.3;60.96;2;43.54;49.17
2015-02-26;2.0;7.2;4.2;5.6;3.6;0.0;0.0;0.0;0.0;6.9;0.0;0.0;0.0;0.0;13.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.9;3.0;8.0;87.9;1007.9;1021.2;0.0;0.0;49.17;3;60.96;61.87
2015-02-27;2.0;6.9;4.6;5.4;4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.6;1.6;7.9;88.3;1003.4;1016.6;0.0;0.0;61.87;4;49.17;87.45
2015-02-28;2.0;8.2;2.9;4.7;0.5;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.1;23.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.4;1.9;7.5;88.4;1004.6;1017.9;0.0;0.0;87.45;5;61.87;62.05
2015-03-01;3.0;9.7;-3.8;3.4;-7.2;0.0;0.0;0.0;1.4;1.6;0.0;0.0;0.0;1.9;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;5.5;2.0;6.5;83.5;999.1;1012.4;0.0;0.0;62.05;6;87.45;23.4
2015-03-02;3.0;9.2;2.8;5.3;0.6;1.9;0.0;0.0;1.8;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.4;3.9;7.1;79.3;989.0;1002.0;1.9;0.0;23.4;0;62.05;25.22
2015-03-03;3.0;4.6;1.1;2.2;-0.2;1.7;0.0;0.0;2.6;1.4;0.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.4;3.9;5.7;78.8;999.2;1012.5;0.7;1.0;25.22;1;23.4;25.94
2015-03-04;3.0;5.6;-1.9;1.7;-4.6;1.2;0.0;0.0;1.5;3.0;1.1;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.3;4.0;5.7;83.6;1004.1;1017.6;1.2;0.0;25.94;2;25.22;40.46
2015-03-05;3.0;3.6;-0.5;1.3;-3.7;0.9;0.0;0.0;0.0;0.9;0.2;0.5;0.0;0.0;7.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.0;3.4;5.9;87.6;1014.0;1027.5;0.9;0.0;40.46;3;25.94;39.92
2015-03-06;3.0;2.6;-2.5;-0.2;-6.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.6;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;7.1;1.6;5.6;92.8;1020.4;1034.1;0.0;0.3;39.92;4;40.46;53.34
2015-03-07;3.0;7.3;-0.3;4.2;-1.9;0.1;0.0;0.0;0.0;7.8;0.0;0.0;0.0;0.0;11.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.8;2.1;7.5;89.8;1019.6;1033.1;0.1;0.0;53.34;5;39.92;52.98
2015-03-08;3.0;12.7;3.2;8.1;1.7;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.6;2.0;6.6;62.6;1015.9;1029.1;0.0;0.0;52.98;6;53.34;63.32
2015-03-09;3.0;14.1;5.4;8.3;3.1;0.0;0.0;0.0;4.1;0.0;0.0;0.0;0.0;0.0;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.3;1.8;5.4;50.4;1013.2;1026.4;0.0;0.0;63.32;0;52.98;97.79
2015-03-10;3.0;14.9;-2.1;6.4;-5.9;0.0;0.0;0.0;9.8;0.0;0.0;0.0;0.0;0.0;11.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;3.0;1.1;1.0;6.1;67.9;1011.7;1025.0;0.0;0.0;97.79;1;63.32;77.83
2015-03-11;3.0;9.8;-0.2;4.5;-4.8;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;8.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;3.0;5.6;3.6;6.8;81.4;1009.0;1022.4;0.0;0.0;77.83;2;97.79;23.77
2015-03-12;3.0;10.0;-0.4;4.9;-1.6;0.0;0.0;0.0;7.5;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.4;6.0;6.0;70.3;1012.9;1026.2;0.0;0.0;23.77;3;77.83;21.59
2015-03-13;3.0;5.5;2.2;3.3;1.7;2.8;0.0;0.0;0.0;13.3;0.0;0.0;0.0;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;8.0;5.4;6.2;80.3;1012.0;1025.4;2.5;0.3;21.59;4;23.77;20.68
2015-03-14;3.0;5.3;2.2;4.3;1.7;2.1;0.0;0.0;0.0;18.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;8.0;5.3;7.3;87.5;1014.0;1027.4;1.8;0.3;20.68;5;21.59;20.86
2015-03-15;3.0;8.6;3.9;6.4;3.3;0.0;0.0;0.0;0.1;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.4;5.5;7.8;82.1;1023.1;1036.5;0.0;0.0;20.86;6;20.68;35.74
2015-03-16;3.0;11.9;4.3;7.3;3.0;0.0;0.0;0.0;9.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.5;6.1;6.7;67.4;1026.9;1040.3;0.0;0.0;35.74;0;20.86;29.39
2015-03-17;3.0;13.0;1.8;7.0;0.2;0.0;0.0;0.0;10.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.8;6.4;4.7;49.6;1026.0;1039.4;0.0;0.0;29.39;1;35.74;44.27
2015-03-18;3.0;11.7;-0.2;5.7;-4.8;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.1;4.0;3.6;42.1;1020.5;1033.9;0.0;0.0;44.27;2;29.39;65.86
2015-03-19;3.0;10.9;-1.3;4.5;-6.4;0.0;0.0;0.0;10.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;3.9;48.5;1016.4;1029.8;0.0;0.0;65.86;3;44.27;83.28
2015-03-20;3.0;11.1;-3.0;4.5;-7.6;0.0;0.0;0.0;10.2;0.0;0.0;0.0;0.0;0.0;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;3.0;2.9;1.6;4.9;60.8;1010.7;1024.1;0.0;0.0;83.28;4;65.86;72.94
2015-03-21;3.0;13.0;1.5;7.3;-0.6;0.5;0.0;0.0;8.6;0.9;0.0;0.0;0.0;0.0;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.6;2.6;5.1;53.0;1000.5;1013.6;0.0;0.5;72.94;5;83.28;10.34
2015-03-22;3.0;8.7;-2.4;0.3;-3.8;0.0;1.0;0.0;10.1;0.9;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;4.6;5.4;3.5;56.6;1010.6;1024.2;0.0;0.0;10.34;6;72.94;40.28
2015-03-23;3.0;8.4;-5.6;1.9;-10.2;0.0;0.0;0.0;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;2.4;2.9;45.1;1007.9;1021.4;0.0;0.0;40.28;0;10.34;71.12
2015-03-24;3.0;16.0;-3.5;7.2;-6.8;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;1.1;2.1;5.1;51.3;998.7;1011.8;0.0;0.0;71.12;1;40.28;84.01
2015-03-25;3.0;18.1;1.4;10.2;-2.1;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.1;1.9;7.1;59.3;999.2;1012.1;0.0;0.0;84.01;2;71.12;61.14
2015-03-26;3.0;17.3;8.6;12.3;4.7;0.3;0.0;0.0;1.4;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.3;3.4;9.5;66.6;996.3;1009.1;0.2;0.1;61.14;3;84.01;51.71
2015-03-27;3.0;19.7;6.7;10.9;4.9;3.2;0.0;0.0;5.8;5.1;0.0;0.0;0.0;0.0;9.7;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.9;3.8;10.9;84.0;996.8;1009.7;2.4;0.8;51.71;4;61.14;36.11
2015-03-28;3.0;9.6;4.2;6.3;3.6;0.3;0.0;0.0;0.4;1.7;0.0;0.0;0.0;0.0;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.1;3.6;7.9;83.1;1002.9;1016.0;0.3;0.0;36.11;5;51.71;37.38
2015-03-29;3.0;12.8;3.1;8.4;0.9;3.7;0.0;0.0;5.4;4.6;0.0;0.0;0.0;2.6;7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;2.5;7.7;73.0;992.9;1005.8;0.0;3.7;37.38;6;36.11;13.43
