;PM10;Miesiąc;Maksymalna temperatura dobowa;Minimalna temperatura dobowa;Średnia temperatura dobowa;Temperatura minimalna przy gruncie;Suma dobowa opadu;Rodzaj opadu;Wysokość pokrywy śnieżnej;Równoważnik wodny śniegu;Usłonecznienie;Czas trwania opadu deszczu;Czas trwania opadu śniegu;Czas trwania opadu deszczu ze śniegiem;Czas trwania gradu;Czas trwania mgły;Czas trwania zamglenia;Czas trwania sadzi;Czas trwania gołoledzi;Czas trwania zamieci śnieżnej niskiej;Czas trwania zamieci śnieżnej wysokiej;Czas trwania zmętnienia;Czas trwania wiatru >=10m/s;Czas trwania wiatru >15m/s;Czas trwania burzy;Czas trwania rosy;Czas trwania szronu;Wystąpienie pokrywy śnieżnej;Wystąpienie błyskawicy;Stan gruntu Z/R;Izoterma dolna;Izoterma górna;Aktynometria;Miesiąc.1;Średnie dobowe zachmurzenie ogólne;Średnia dobowa prędkość wiatru;Średnia dobowa temperatura;Średnia dobowe ciśnienie pary wodnej;Średnia dobowa wilgotność względna;Średnia dobowe ciśnienie na poziomie stacji;Średnie dobowe ciśnienie na pozimie morza;Suma opadu dzień;Suma opadu noc;Weekday
2001-02-25;;2.0;-1.7;-14.3;-6.8;-15.1;0.0;;7.0;0.9;6.6;0.0;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;2.0;3.0;3.0;-6.8;2.8;76.1;998.4;1012.1;0.0;0.0;6.0
2001-02-26;71.9;2.0;0.4;-8.3;-4.8;-10.9;0.5;S;7.0;0.0;7.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;2.0;3.8;3.5;-4.8;2.7;64.5;994.5;1008.1;0.0;0.5;0.0
2001-02-27;59.5;2.0;-0.4;-7.8;-4.9;-10.6;0.0;S;7.0;0.0;5.1;0.0;3.4;0.0;0.0;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;;0.0;0.0;0.0;2.0;4.6;2.9;-4.9;3.5;82.6;993.9;1007.5;0.0;0.0;1.0
2001-02-28;63.2;2.0;2.2;-11.2;-4.3;-14.8;0.0;;6.0;1.3;8.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;;0.0;0.0;0.0;2.0;1.4;4.8;-4.3;3.3;75.4;996.4;1010.0;0.0;0.0;2.0
2001-03-01;66.3;3.0;3.8;-5.7;-0.7;-7.1;1.2;W;5.0;0.0;4.5;3.7;0.0;0.0;0.0;0.0;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;6.4;3.6;-0.7;4.5;76.0;987.4;1000.7;1.0;0.2;3.0
2001-03-02;;3.0;5.3;-2.9;1.0;-5.5;0.2;S;2.0;0.0;7.0;0.0;0.5;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;4.1;2.3;1.0;5.7;88.3;987.4;1000.5;0.2;0.0;4.0
2001-03-03;45.3;3.0;2.7;-6.5;-0.3;-7.5;2.4;S;1.0;0.0;1.9;2.5;3.7;0.8;0.0;0.0;17.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;6.0;3.1;-0.3;5.7;94.0;985.5;998.7;2.4;0.0;5.0
2001-03-04;;3.0;1.8;-0.1;0.6;0.1;6.8;S;0.0;0.0;0.0;0.6;4.4;4.3;0.0;6.4;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;8.0;2.5;0.6;6.4;99.4;987.5;1000.7;6.4;0.4;6.0
2001-03-05;63.2;3.0;2.6;-1.0;0.2;-1.5;0.0;S;0.0;0.0;0.0;1.8;2.3;0.0;0.0;0.0;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.3;3.8;0.2;5.8;92.5;997.9;1011.2;0.0;0.0;0.0
2001-03-06;88.7;3.0;5.3;-6.2;-0.9;-8.3;0.0;;0.0;0.0;9.6;0.0;0.0;0.0;0.0;0.0;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.6;0.0;0.0;;0.0;0.0;0.0;3.0;1.0;1.9;-0.9;4.0;73.1;1015.9;1029.6;0.0;0.0;1.0
2001-03-07;45.3;3.0;7.3;-7.3;1.0;-7.9;0.0;;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;;0.0;0.0;0.0;3.0;2.1;2.1;1.0;4.9;75.1;1010.7;1024.2;0.0;0.0;2.0
2001-03-08;46.5;3.0;7.4;-2.0;2.9;-4.0;0.0;;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.6;3.3;2.9;5.9;79.4;1002.3;1015.6;0.0;0.0;3.0
2001-03-09;;3.0;11.1;1.0;5.8;-0.2;0.0;;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.8;3.6;5.8;6.7;71.5;994.7;1007.8;0.0;0.0;4.0
2001-03-10;67.6;3.0;13.7;3.2;8.6;1.6;0.0;;0.0;0.0;7.8;0.0;0.0;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.8;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.3;3.1;8.6;9.3;83.9;995.8;1008.7;0.0;0.0;5.0
2001-03-11;;3.0;13.6;2.1;8.4;0.7;0.0;W;0.0;0.0;4.3;0.4;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.5;2.5;8.4;9.3;85.1;995.8;1008.8;0.0;0.0;6.0
2001-03-12;42.8;3.0;17.2;6.7;11.1;6.1;0.0;W;0.0;0.0;6.2;0.7;0.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;5.9;2.9;11.1;10.6;81.5;994.5;1007.3;0.0;0.0;0.0
2001-03-13;40.9;3.0;13.4;6.8;8.7;6.9;1.0;W;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;7.4;3.1;8.7;10.3;91.3;988.4;1001.2;0.2;0.8;1.0
2001-03-14;31;3.0;10.3;2.2;5.8;0.4;0.0;W;0.0;0.0;4.2;0.3;0.0;0.0;0.0;0.6;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;4.6;3.8;5.8;7.6;83.5;989.5;1002.5;0.0;0.0;2.0
2001-03-15;34.1;3.0;7.7;2.2;4.1;0.5;0.2;W;0.0;0.0;3.9;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.1;3.9;4.1;6.9;84.9;995.5;1008.7;0.2;0.0;3.0
2001-03-16;;3.0;8.7;0.5;3.6;-0.8;0.0;W;0.0;0.0;2.6;0.4;0.0;0.0;0.0;0.0;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.9;3.1;3.6;6.6;84.0;999.0;1012.2;0.0;0.0;4.0
2001-03-17;31;3.0;6.2;-1.4;2.2;-3.2;0.0;;0.0;0.0;7.6;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.8;3.8;2.2;5.6;78.6;995.1;1008.3;0.0;0.0;5.0
2001-03-18;;3.0;4.1;1.1;2.5;1.1;0.0;;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;7.5;4.0;2.5;5.4;74.1;993.1;1006.2;0.0;0.0;6.0
2001-03-19;28.5;3.0;6.2;1.4;3.7;1.4;10.8;S;0.0;0.0;0.0;7.9;0.0;0.0;0.0;0.0;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;7.4;5.5;3.7;7.0;87.3;990.6;1003.7;10.2;0.6;0.0
2001-03-20;42.2;3.0;6.0;-1.3;-0.6;-1.2;2.3;S;1.0;0.0;0.0;0.0;20.8;0.0;0.0;0.0;9.1;0.0;0.0;7.7;0.0;0.0;2.8;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;6.9;6.6;-0.6;5.4;92.5;991.9;1005.2;2.1;0.2;1.0
2001-03-21;38.4;3.0;0.4;-3.9;-1.6;-3.5;0.0;S;6.0;1.4;1.9;0.0;5.9;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;7.1;3.5;-1.6;4.3;80.3;997.8;1011.2;0.0;0.0;2.0
2001-03-22;42.8;3.0;2.5;-7.7;-1.8;-11.1;0.0;;2.0;0.0;10.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;4.3;3.5;-1.8;3.9;73.6;993.2;1006.6;0.0;0.0;3.0
2001-03-23;;3.0;4.0;-2.6;0.3;-4.6;0.0;;0.0;0.0;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.8;3.5;0.3;4.1;66.1;997.6;1010.9;0.0;0.0;4.0
2001-03-24;28.5;3.0;3.6;-4.4;-0.9;-5.1;2.3;S;0.0;0.0;5.0;0.0;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.4;6.3;-0.9;4.6;80.0;996.9;1010.4;2.2;0.1;5.0
2001-03-25;;3.0;0.7;-1.1;-0.5;-1.1;3.3;S;6.0;0.0;0.0;0.0;11.3;0.0;0.0;0.0;7.1;0.0;0.0;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;8.0;7.1;-0.5;5.2;88.3;990.8;1004.1;1.5;1.8;6.0
2001-03-26;29.1;3.0;0.3;-3.6;-1.8;-3.9;0.2;S;10.0;1.6;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;8.0;6.0;-1.8;3.8;71.0;995.7;1009.2;0.2;0.0;0.0
2001-03-27;33.5;3.0;1.0;-4.5;-2.1;-6.8;0.0;;10.0;0.0;9.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;3.5;3.9;-2.1;3.3;62.3;1007.6;1021.2;0.0;0.0;1.0
2001-03-28;39.7;3.0;4.1;-4.4;-0.6;-8.8;0.0;;6.0;0.0;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;3.0;1.1;4.8;-0.6;2.9;51.3;1009.2;1022.8;0.0;0.0;2.0
2001-03-29;34.1;3.0;5.1;-4.5;0.4;-8.0;0.0;;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.7;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;1.4;8.6;0.4;4.2;66.0;1005.3;1018.7;0.0;0.0;3.0
2001-03-30;40.3;3.0;9.2;0.1;3.7;0.0;0.0;;0.0;0.0;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;5.1;7.4;3.7;6.2;77.4;1003.6;1016.8;0.0;0.0;4.0
2001-03-31;;3.0;9.1;0.2;5.1;-0.9;0.0;;0.0;0.0;6.6;0.0;0.0;0.0;0.0;1.5;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;6.0;3.1;5.1;7.4;83.6;1011.7;1025.0;0.0;0.0;5.0
2001-04-01;;4.0;14.7;-3.0;6.3;-3.4;0.0;;0.0;0.0;11.0;0.0;0.0;0.0;0.0;6.0;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;3.1;1.9;6.3;7.0;76.6;1013.8;1027.0;0.0;0.0;6.0
2001-04-02;40.3;4.0;16.7;1.3;9.6;-0.7;0.0;;0.0;0.0;9.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;5.1;1.8;9.6;9.1;77.9;1009.4;1022.5;0.0;0.0;0.0
2001-04-03;90.5;4.0;20.5;3.9;13.1;2.4;0.0;;0.0;0.0;9.4;0.0;0.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;3.4;2.8;13.1;9.2;65.3;1004.7;1017.5;0.0;0.0;1.0
2001-04-04;37.2;4.0;19.1;3.2;11.1;0.9;0.0;W;0.0;0.0;9.3;0.5;0.0;0.0;0.0;0.0;6.3;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;3.3;2.1;11.1;9.2;70.4;1000.5;1013.4;0.0;0.0;2.0
2001-04-05;36;4.0;14.3;4.1;8.1;1.5;0.6;W;0.0;0.0;3.1;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;5.3;3.0;8.1;8.2;76.5;998.0;1011.0;0.6;0.0;3.0
2001-04-06;;4.0;14.1;1.4;8.3;-0.6;0.0;;0.0;0.0;9.3;0.0;0.0;0.0;0.0;0.5;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;4.5;2.0;8.3;6.6;63.9;999.2;1012.2;0.0;0.0;4.0
2001-04-07;;4.0;17.2;-0.1;10.7;-1.5;0.0;;0.0;0.0;11.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;4.1;3.1;10.7;7.9;62.4;994.1;1006.9;0.0;0.0;5.0
2001-04-08;37.2;4.0;18.9;8.4;12.9;6.8;0.2;W;0.0;0.0;3.4;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;6.9;3.0;12.9;9.1;63.1;995.9;1008.7;0.0;0.2;6.0
2001-04-09;21.1;4.0;14.7;5.2;6.7;4.8;10.2;W;0.0;0.0;0.0;20.8;0.0;0.0;0.0;0.0;10.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;7.9;5.5;6.7;9.3;94.0;1001.6;1014.7;9.0;1.2;0.0
2001-04-10;20.5;4.0;7.3;3.9;5.4;3.7;1.8;W;0.0;0.0;2.1;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;7.8;2.8;5.4;7.8;87.5;1002.5;1015.7;0.2;1.6;1.0
2001-04-11;39.7;4.0;8.6;4.4;5.9;4.5;0.0;W;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;6.9;2.4;5.9;8.2;88.3;1002.3;1015.4;0.0;0.0;2.0
2001-04-12;26;4.0;8.8;0.5;3.8;-1.1;1.4;S;0.0;0.0;2.5;3.7;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;5.4;3.8;3.8;7.1;88.0;1001.0;1014.2;1.4;0.0;3.0
2001-04-13;40.3;4.0;4.5;-0.1;1.6;-0.3;2.6;S;0.0;0.0;1.8;1.6;4.7;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;6.4;4.9;1.6;6.1;88.6;998.0;1011.3;1.2;1.4;4.0
2001-04-14;;4.0;4.1;-0.2;1.2;-0.1;1.4;S;0.0;0.0;3.6;0.0;11.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;6.6;6.3;1.2;5.9;89.0;998.8;1012.1;1.0;0.4;5.0
2001-04-15;;4.0;5.7;-2.1;1.7;-2.4;0.0;S;0.0;0.0;9.1;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;5.1;4.5;1.7;4.6;68.6;998.3;1011.6;0.0;0.0;6.0
2001-04-16;;4.0;5.4;-0.9;3.0;-2.8;0.6;W;0.0;0.0;0.0;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;7.0;2.8;3.0;6.8;88.1;996.6;1009.8;0.6;0.0;0.0
2001-04-17;33.5;4.0;11.1;2.2;6.4;0.9;0.0;W;0.0;0.0;9.3;0.4;0.0;0.0;0.0;0.0;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;6.0;2.8;6.4;7.8;82.1;998.5;1011.5;0.0;0.0;1.0
2001-04-18;42.2;4.0;10.3;-0.5;6.0;-2.0;0.6;W;0.0;0.0;6.5;2.1;0.0;0.0;0.0;0.0;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;5.8;2.9;6.0;7.2;79.0;994.5;1007.5;0.4;0.2;2.0
2001-04-19;31;4.0;11.0;3.2;7.2;0.8;0.6;W;0.0;0.0;5.8;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;6.5;2.9;7.2;7.1;71.1;994.2;1007.2;0.0;0.6;3.0
2001-04-20;;4.0;8.2;5.0;6.5;4.5;9.2;W;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;7.5;3.5;6.5;8.7;89.9;996.2;1009.2;7.8;1.4;4.0
2001-04-21;;4.0;11.1;5.7;8.2;6.0;0.8;W;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;8.0;3.4;8.2;10.6;97.1;988.8;1001.6;0.4;0.4;5.0
2001-04-22;45.3;4.0;10.7;8.6;9.6;8.1;8.4;W;0.0;0.0;0.0;14.1;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;8.0;2.8;9.6;11.7;97.9;983.1;995.8;7.6;0.8;6.0
2001-04-23;33.5;4.0;10.7;5.0;6.6;5.4;3.8;W;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;8.0;3.3;6.6;9.1;94.1;986.7;999.6;0.0;3.8;0.0
2001-04-24;24.2;4.0;7.3;5.4;6.5;5.6;12.2;W;0.0;0.0;0.0;17.4;0.0;0.0;0.0;0.0;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;8.0;5.8;6.5;9.4;96.5;995.2;1008.2;10.2;2.0;1.0
2001-04-25;42.8;4.0;14.4;6.4;9.4;6.7;0.0;;0.0;0.0;8.7;0.0;0.0;0.0;0.0;2.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;5.5;1.6;9.4;11.0;93.6;1002.6;1015.6;0.0;0.0;2.0
2001-04-26;30.4;4.0;13.4;4.9;9.4;3.8;6.4;W;0.0;0.0;6.2;8.6;0.0;0.0;0.0;0.0;9.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;5.5;3.6;9.4;11.1;94.0;1002.4;1015.3;1.2;5.2;3.0
2001-04-27;;4.0;15.2;7.7;10.8;7.7;0.6;W;0.0;0.0;7.4;5.8;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;6.0;3.8;10.8;10.4;81.9;1002.1;1015.0;0.6;0.0;4.0
2001-04-28;37.2;4.0;17.0;1.7;11.1;0.4;0.0;W;0.0;0.0;9.3;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;4.5;2.1;11.1;9.4;73.3;999.9;1012.7;0.0;0.0;5.0
2001-04-29;;4.0;18.8;8.9;13.8;8.2;0.0;;0.0;0.0;10.6;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;3.8;2.4;13.8;10.3;67.3;1003.1;1015.9;0.0;0.0;6.0
2001-04-30;29.1;4.0;25.5;9.8;18.4;7.4;0.0;;0.0;0.0;13.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;;0.0;0.0;0.0;4.0;2.4;5.8;18.4;11.4;57.5;1005.3;1018.0;0.0;0.0;0.0
2001-05-01;;5.0;27.5;11.9;20.2;9.6;1.4;W;0.0;0.0;13.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;5.0;3.1;3.6;20.2;13.4;59.0;1004.5;1017.0;0.0;1.4;1.0
2001-05-02;19.2;5.0;22.0;12.2;16.0;11.0;0.0;;0.0;0.0;12.6;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;5.0;3.4;4.1;16.0;9.5;53.4;1006.3;1019.0;0.0;0.0;2.0
2001-05-03;;5.0;20.1;5.8;13.9;2.9;0.0;;0.0;0.0;14.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;5.0;3.8;4.1;13.9;8.3;53.4;1001.6;1014.4;0.0;0.0;3.0
2001-05-04;29.8;5.0;24.6;9.5;17.5;6.9;0.0;;0.0;0.0;14.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;5.0;3.5;5.8;17.5;10.4;53.0;994.8;1007.3;0.0;0.0;4.0
2001-05-05;;5.0;24.8;10.5;18.3;8.5;0.0;;0.0;0.0;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;5.0;2.8;4.0;18.3;12.3;59.5;994.9;1007.4;0.0;0.0;5.0
2001-05-06;;5.0;23.3;11.9;17.8;9.5;0.0;W;0.0;0.0;11.9;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;2.0;0.0;0.0;0.0;;0.0;0.0;0.0;5.0;3.4;3.4;17.8;14.8;73.9;997.2;1009.8;0.0;0.0;6.0
2001-05-07;29.1;5.0;23.3;11.5;17.3;10.3;3.0;W;0.0;0.0;9.4;0.5;0.0;0.0;0.0;0.0;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;;0.0;0.0;0.0;5.0;4.8;3.6;17.3;15.0;77.3;1003.0;1015.7;3.0;0.0;0.0
2001-05-08;32.9;5.0;20.6;12.8;16.5;12.2;0.0;;0.0;0.0;14.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;5.0;0.9;4.5;16.5;11.2;61.5;1007.6;1020.4;0.0;0.0;1.0
2001-05-09;27.3;5.0;20.9;8.8;15.9;5.3;0.0;;0.0;0.0;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;5.0;2.4;3.8;15.9;9.1;51.9;1010.5;1023.3;0.0;0.0;2.0
